,Country Code,region,Variant,Location,2015-2020,2020-2025,2025-2030,2030-2035,2035-2040,2040-2045,2045-2050,2050-2055,2055-2060,2060-2065,2065-2070,2070-2075,2075-2080,2080-2085,2085-2090,2090-2095,2095-2100
144,620,Europe,Momentum,Portugal,2.07777,2.078105,2.07836,2.078535,2.078635,2.07869,2.07873,2.078735,2.07874,2.07874,2.078725,2.078725,2.078725,2.078725,2.078725,2.078725,2.07873
145,630,Americas,Momentum,Puerto Rico,2.075745,2.07625,2.0767,2.0771,2.077435,2.077735,2.07798,2.0782,2.07839,2.078545,2.07869,2.0788,2.0789,2.07899,2.079065,2.07913,2.0792
146,634,Asia,Momentum,Qatar,2.07317,2.07316,2.07316,2.073165,2.073185,2.073185,2.0732,2.07322,2.073225,2.073245,2.073255,2.07327,2.073285,2.0733,2.0733,2.073305,2.073305
147,638,Africa,Momentum,Réunion,2.048135,2.048035,2.047975,2.047965,2.047995,2.04804,2.048105,2.048185,2.04828,2.048385,2.048495,2.04859,2.04871,2.04881,2.04891,2.04901,2.049105
148,642,Europe,Momentum,Romania,2.08929,2.090025,2.09062,2.09106,2.091355,2.091555,2.09169,2.09177,2.091805,2.09183,2.09184,2.091845,2.091835,2.091835,2.09184,2.09184,2.091835
149,643,Europe,Momentum,Russian Federation,2.102545,2.10505,2.106495,2.107355,2.107845,2.108075,2.108215,2.10825,2.108255,2.108255,2.108255,2.10826,2.108265,2.10826,2.10826,2.10826,2.108255
150,646,Africa,Momentum,Rwanda,2.252675,2.258385,2.25696,2.25583,2.25496,2.25433,2.25389,2.253655,2.25358,2.253635,2.253835,2.25413,2.254495,2.25494,2.255425,2.25595,2.25649
151,662,Americas,Momentum,Saint Lucia,2.089015,2.089415,2.089865,2.090355,2.09085,2.09134,2.091815,2.09227,2.0927,2.093095,2.093475,2.09382,2.09414,2.094425,2.094695,2.094925,2.095145
152,670,Americas,Momentum,Saint Vincent and the Grenadines,2.09053,2.090695,2.09112,2.09158,2.092055,2.09253,2.09302,2.09349,2.093955,2.094415,2.094845,2.095265,2.095665,2.096055,2.096415,2.096765,2.0971
153,882,Oceania,Momentum,Samoa,2.14289,2.142965,2.143015,2.143065,2.1431,2.14313,2.143155,2.143165,2.143175,2.14318,2.14318,2.14316,2.143155,2.14315,2.143125,2.143115,2.14309
154,678,Africa,Momentum,Sao Tome and Principe,2.241265,2.24207,2.2429,2.243715,2.24452,2.245295,2.24601,2.246675,2.247265,2.2478,2.248235,2.24863,2.24893,2.249165,2.249335,2.24945,2.2495
155,682,Asia,Momentum,Saudi Arabia,2.09237,2.09236,2.09224,2.09203,2.091805,2.09154,2.09128,2.09105,2.09083,2.09065,2.09048,2.09035,2.090235,2.090155,2.090075,2.09002,2.08997
156,686,Africa,Momentum,Senegal,2.242175,2.24269,2.243115,2.243475,2.24375,2.24396,2.244095,2.244165,2.244185,2.244155,2.244075,2.243955,2.24382,2.243655,2.24348,2.243295,2.24311
157,688,Europe,Momentum,Serbia,2.08366,2.084215,2.084585,2.08482,2.084975,2.08506,2.08511,2.08514,2.08516,2.085155,2.08516,2.085155,2.08515,2.08516,2.085155,2.08516,2.08516
158,690,Africa,Momentum,Seychelles,2.095985,2.096125,2.09633,2.096555,2.096815,2.097075,2.097325,2.097575,2.09781,2.098025,2.09822,2.098415,2.098585,2.098745,2.0989,2.099035,2.09916
159,694,Africa,Momentum,Sierra Leone,2.656835,2.651365,2.647095,2.64392,2.64173,2.640405,2.639885,2.64007,2.640875,2.642225,2.64405,2.64626,2.6488,2.651605,2.654645,2.65782,2.66112
160,702,Asia,Momentum,Singapore,2.08579,2.085795,2.08579,2.08579,2.085795,2.08579,2.085795,2.0858,2.0858,2.085795,2.085795,2.085795,2.085795,2.085795,2.085795,2.085795,2.0858
161,703,Europe,Momentum,Slovakia,2.07341,2.073915,2.074275,2.074505,2.07465,2.07474,2.07479,2.074805,2.07482,2.074815,2.07482,2.074815,2.074825,2.074815,2.074815,2.074815,2.07482
162,705,Europe,Momentum,Slovenia,2.068005,2.068215,2.06835,2.068435,2.068495,2.068525,2.06855,2.06856,2.068555,2.068555,2.06856,2.068555,2.068555,2.06856,2.06856,2.06856,2.068555
163,90,Oceania,Momentum,Solomon Islands,2.186905,2.18224,2.177485,2.17266,2.17304,2.17335,2.17358,2.173745,2.17384,2.17387,2.173865,2.173805,2.17371,2.173585,2.173445,2.1733,2.173125
164,706,Africa,Momentum,Somalia,2.57185,2.56572,2.560775,2.556865,2.55377,2.55143,2.54969,2.54845,2.547675,2.54727,2.547215,2.547465,2.548,2.54877,2.549785,2.55105,2.55251
165,710,Africa,Momentum,South Africa,2.26432,2.264485,2.26502,2.265915,2.26714,2.268585,2.270145,2.27182,2.273535,2.27527,2.277015,2.27873,2.2804,2.28203,2.283605,2.28514,2.286595
166,728,Africa,Momentum,South Sudan,2.569385,2.56447,2.560415,2.557125,2.554525,2.552495,2.55103,2.55002,2.549405,2.549185,2.549275,2.54968,2.550365,2.551305,2.55249,2.553905,2.55555
167,724,Europe,Momentum,Spain,2.078965,2.07915,2.07929,2.079385,2.079445,2.07948,2.0795,2.079495,2.079495,2.079495,2.079495,2.07949,2.079495,2.079495,2.0795,2.07949,2.079485
168,144,Asia,Momentum,Sri Lanka,2.0887,2.08855,2.088205,2.089025,2.088965,2.088945,2.08912,2.089155,2.089175,2.089185,2.089175,2.089165,2.08917,2.089155,2.08914,2.089135,2.089115
169,729,Africa,Momentum,Sudan,2.33171,2.33307,2.334325,2.33547,2.33648,2.337355,2.338085,2.3387,2.339155,2.33951,2.339745,2.33987,2.33988,2.339825,2.339675,2.33946,2.33919
170,740,Americas,Momentum,Suriname,2.15096,2.140985,2.131025,2.13147,2.131905,2.13232,2.1327,2.13305,2.133345,2.133625,2.13385,2.134055,2.134235,2.134375,2.1345,2.1346,2.13468
171,752,Europe,Momentum,Sweden,2.0752,2.075235,2.075275,2.075295,2.07531,2.07532,2.07532,2.075325,2.07533,2.075325,2.07532,2.07532,2.07532,2.07532,2.07533,2.07532,2.07532
172,756,Europe,Momentum,Switzerland,2.068975,2.069135,2.06924,2.069315,2.069365,2.06939,2.069405,2.0694,2.06941,2.0694,2.069405,2.069405,2.0694,2.0694,2.069405,2.069405,2.0694
173,760,Asia,Momentum,Syrian Arab Republic,2.115555,2.115475,2.11543,2.11542,2.115435,2.115475,2.115525,2.115595,2.11566,2.11574,2.115815,2.115905,2.11599,2.116065,2.116145,2.11621,2.11629
174,158,Asia,Momentum,"China, Taiwan Province of China",2.10652,2.097225,2.087615,2.083865,2.084035,2.084115,2.084145,2.084145,2.08414,2.084135,2.08414,2.084135,2.084135,2.084135,2.08414,2.08414,2.08414
175,762,Asia,Momentum,Tajikistan,2.18272,2.18251,2.18237,2.182305,2.18229,2.18233,2.1824,2.18252,2.182665,2.18285,2.183045,2.183275,2.18351,2.183775,2.18406,2.18436,2.184655
176,834,Africa,Momentum,United Republic of Tanzania,2.2792,2.277155,2.275465,2.27412,2.27303,2.27222,2.271655,2.271315,2.271165,2.27122,2.271465,2.271855,2.272425,2.27314,2.274015,2.27502,2.276175
177,764,Asia,Momentum,Thailand,2.113615,2.11442,2.11518,2.1159,2.116545,2.11713,2.11765,2.118105,2.1185,2.11884,2.119115,2.11933,2.11948,2.11957,2.119615,2.119635,2.1196
178,626,Asia,Momentum,Timor-Leste,2.215585,2.215055,2.214615,2.21425,2.21395,2.21371,2.213525,2.213385,2.213285,2.21323,2.21319,2.2132,2.21322,2.21327,2.21334,2.213435,2.21354
179,768,Africa,Momentum,Togo,2.395375,2.39281,2.39064,2.38886,2.38746,2.38639,2.385665,2.38523,2.385085,2.385225,2.38565,2.38628,2.387135,2.3882,2.389485,2.39091,2.3925
180,776,Oceania,Momentum,Tonga,2.12617,2.12607,2.125985,2.12589,2.12581,2.125725,2.125645,2.12557,2.125495,2.12543,2.125355,2.125295,2.12523,2.125175,2.125115,2.12507,2.125025
181,780,Americas,Momentum,Trinidad and Tobago,2.1256,2.12662,2.12736,2.127995,2.128535,2.12901,2.12941,2.12976,2.13008,2.13034,2.13057,2.13077,2.130955,2.13111,2.131265,2.131395,2.13152
182,788,Africa,Momentum,Tunisia,2.111565,2.11152,2.111475,2.11141,2.111345,2.11127,2.111215,2.11116,2.111115,2.111075,2.111035,2.111,2.11098,2.110965,2.110945,2.110925,2.110905
183,792,Asia,Momentum,Turkey,2.12076,2.12155,2.122265,2.122885,2.123395,2.12379,2.124105,2.12433,2.124505,2.12462,2.124695,2.12474,2.124755,2.124765,2.124775,2.12476,2.124755
184,795,Asia,Momentum,Turkmenistan,2.18436,2.184695,2.18505,2.18544,2.18586,2.18629,2.186735,2.187185,2.187615,2.188035,2.18844,2.18882,2.18918,2.189515,2.189835,2.190135,2.190395
185,800,Africa,Momentum,Uganda,2.390625,2.38862,2.38698,2.38562,2.384565,2.38382,2.38331,2.38306,2.38306,2.383285,2.38374,2.384415,2.38531,2.38642,2.38774,2.389255,2.39098
186,804,Europe,Momentum,Ukraine,2.10172,2.10356,2.105005,2.106035,2.106715,2.10713,2.10736,2.107465,2.10751,2.107505,2.1075,2.107505,2.10751,2.107505,2.107505,2.1075,2.1075
187,784,Asia,Momentum,United Arab Emirates,2.068105,2.068055,2.06808,2.068145,2.06824,2.06836,2.068475,2.06861,2.06876,2.06889,2.069035,2.06918,2.069335,2.06949,2.06966,2.06983,2.070035
188,826,Europe,Momentum,United Kingdom,2.0696,2.069545,2.069545,2.069545,2.069545,2.06954,2.06954,2.069545,2.06954,2.06954,2.06954,2.069545,2.069545,2.06954,2.06954,2.069545,2.069545
189,840,Americas,Momentum,United States of America,2.077425,2.078585,2.07858,2.078585,2.07858,2.078585,2.078585,2.07858,2.07859,2.07858,2.078585,2.07859,2.078585,2.078585,2.078585,2.07859,2.078585
190,858,Americas,Momentum,Uruguay,2.094775,2.094975,2.095235,2.095495,2.095755,2.095995,2.096225,2.096435,2.096635,2.096815,2.096985,2.09713,2.09726,2.097395,2.097495,2.0976,2.097685
191,860,Asia,Momentum,Uzbekistan,2.172095,2.172265,2.17253,2.172895,2.173295,2.173715,2.174145,2.17457,2.17498,2.17538,2.17575,2.176105,2.176445,2.17677,2.17708,2.177365,2.177655
192,548,Oceania,Momentum,Vanuatu,2.149485,2.144145,2.138865,2.1336,2.13358,2.13359,2.133615,2.13366,2.13372,2.133795,2.13388,2.13397,2.134065,2.13417,2.13427,2.134375,2.134475
193,862,Americas,Momentum,Venezuela (Bolivarian Republic of),2.097135,2.097085,2.09718,2.09738,2.09768,2.09801,2.098375,2.09877,2.09915,2.09954,2.099925,2.100295,2.10065,2.10098,2.1013,2.101605,2.101865
194,704,Asia,Momentum,Viet Nam,2.16099,2.140175,2.116125,2.11612,2.116125,2.11613,2.11612,2.11612,2.11613,2.11612,2.116125,2.11612,2.11612,2.116125,2.116125,2.116125,2.11612
195,850,Americas,Momentum,United States Virgin Islands,2.0924,2.09252,2.0927,2.09292,2.093135,2.09336,2.09357,2.09377,2.093945,2.094105,2.094245,2.094365,2.094455,2.09454,2.09461,2.094675,2.09473
196,732,Africa,Momentum,Western Sahara,2.1682,2.168365,2.16839,2.168305,2.16813,2.167915,2.16767,2.16743,2.167205,2.16699,2.1668,2.16664,2.166485,2.16636,2.166255,2.166155,2.166075
197,887,Asia,Momentum,Yemen,2.28907,2.28804,2.287215,2.286555,2.286075,2.285755,2.28559,2.285555,2.285615,2.28576,2.286,2.286245,2.286545,2.28685,2.287165,2.287475,2.28778
198,894,Africa,Momentum,Zambia,2.35917,2.356955,2.354965,2.353195,2.351695,2.35041,2.34937,2.34857,2.34798,2.347625,2.347465,2.34753,2.34778,2.34823,2.348885,2.34972,2.35073
199,716,Africa,Momentum,Zimbabwe,2.32036,2.317235,2.3152,2.314015,2.313555,2.313685,2.31432,2.31533,2.316715,2.318355,2.320205,2.3222,2.32428,2.326445,2.328575,2.33074,2.33287
